./mpg_L18015_10D_veh_S93.cutadapt.sorted.filtered.rmDups.noCNV.bam;/mpg_L18015_10D_veh_S93.cutadapt.sorted.filtered.rmDups.noCNV.bam;/ngs/HiSeq_Berlin/20190924_Signe_PGoeke_ChIPseq/07_filter_CNV/mpg_L18015_10D_veh_S93.cutadapt.sorted.filtered.rmDups.noCNV.bam;10D_veh;10D;veh
./mpg_L18015_4B_veh_S59.cutadapt.sorted.filtered.rmDups.noCNV.bam;/mpg_L18015_4B_veh_S59.cutadapt.sorted.filtered.rmDups.noCNV.bam;/ngs/HiSeq_Berlin/20190924_Signe_PGoeke_ChIPseq/07_filter_CNV/mpg_L18015_4B_veh_S59.cutadapt.sorted.filtered.rmDups.noCNV.bam;4B_veh_;4B;veh
./mpg_L18015_17B_dex_S46.cutadapt.sorted.filtered.rmDups.noCNV.bam;/mpg_L18015_17B_dex_S46.cutadapt.sorted.filtered.rmDups.noCNV.bam;/ngs/HiSeq_Berlin/20190924_Signe_PGoeke_ChIPseq/07_filter_CNV/mpg_L18015_17B_dex_S46.cutadapt.sorted.filtered.rmDups.noCNV.bam;17B_dex;17B;dex
./mpg_L18015_10A_dex_S56.cutadapt.sorted.filtered.rmDups.noCNV.bam;/mpg_L18015_10A_dex_S56.cutadapt.sorted.filtered.rmDups.noCNV.bam;/ngs/HiSeq_Berlin/20190924_Signe_PGoeke_ChIPseq/07_filter_CNV/mpg_L18015_10A_dex_S56.cutadapt.sorted.filtered.rmDups.noCNV.bam;10A_dex;10A;dex
./mpg_L18015_7D_veh_S24.cutadapt.sorted.filtered.rmDups.noCNV.bam;/mpg_L18015_7D_veh_S24.cutadapt.sorted.filtered.rmDups.noCNV.bam;/ngs/HiSeq_Berlin/20190924_Signe_PGoeke_ChIPseq/07_filter_CNV/mpg_L18015_7D_veh_S24.cutadapt.sorted.filtered.rmDups.noCNV.bam;7D_veh_;7D;veh
./mpg_L18015_18D_veh_S62.cutadapt.sorted.filtered.rmDups.noCNV.bam;/mpg_L18015_18D_veh_S62.cutadapt.sorted.filtered.rmDups.noCNV.bam;/ngs/HiSeq_Berlin/20190924_Signe_PGoeke_ChIPseq/07_filter_CNV/mpg_L18015_18D_veh_S62.cutadapt.sorted.filtered.rmDups.noCNV.bam;18D_veh;18D;veh
./mpg_L18015_15D_dex_S13.cutadapt.sorted.filtered.rmDups.noCNV.bam;/mpg_L18015_15D_dex_S13.cutadapt.sorted.filtered.rmDups.noCNV.bam;/ngs/HiSeq_Berlin/20190924_Signe_PGoeke_ChIPseq/07_filter_CNV/mpg_L18015_15D_dex_S13.cutadapt.sorted.filtered.rmDups.noCNV.bam;15D_dex;15D;dex
./mpg_L18015_11B_dex_S32.cutadapt.sorted.filtered.rmDups.noCNV.bam;/mpg_L18015_11B_dex_S32.cutadapt.sorted.filtered.rmDups.noCNV.bam;/ngs/HiSeq_Berlin/20190924_Signe_PGoeke_ChIPseq/07_filter_CNV/mpg_L18015_11B_dex_S32.cutadapt.sorted.filtered.rmDups.noCNV.bam;11B_dex;11B;dex
./mpg_L18015_18D_dex_S41.cutadapt.sorted.filtered.rmDups.noCNV.bam;/mpg_L18015_18D_dex_S41.cutadapt.sorted.filtered.rmDups.noCNV.bam;/ngs/HiSeq_Berlin/20190924_Signe_PGoeke_ChIPseq/07_filter_CNV/mpg_L18015_18D_dex_S41.cutadapt.sorted.filtered.rmDups.noCNV.bam;18D_dex;18D;dex
./mpg_L18015_4D_dex_S40.cutadapt.sorted.filtered.rmDups.noCNV.bam;/mpg_L18015_4D_dex_S40.cutadapt.sorted.filtered.rmDups.noCNV.bam;/ngs/HiSeq_Berlin/20190924_Signe_PGoeke_ChIPseq/07_filter_CNV/mpg_L18015_4D_dex_S40.cutadapt.sorted.filtered.rmDups.noCNV.bam;4D_dex_;4D;dex
